moves,outcome,is_white
d4 d5 Bf4 c6 e3 Nf6 c4 e6 Nc3 Bd6 Bg3 Bxg3 hxg3 O-O Qc2 Re8 Nf3 h6 O-O-O Nbd7 Be2 e5 cxd5 cxd5 dxe5 Nxe5 Kb1 Bd7 Rh4 Qb8 Nd4 Rc8 Rdh1 a6 g4 Ne4 g5 Ng6 Rxe4 dxe4 gxh6 Qe5 hxg7 Kxg7 Qxe4 Qxe4+ Nxe4 Rh8 Rd1 Rh2 Bf3 Ne5 Ng5 Nxf3 Ndxf3 Bg4 Rg1 Rh5 b3 f6 Ne4 Bf5 Nd2 Re8 f3 Bxe4+ Nxe4 Rd5 Rc1 f5 Rc7+ Kg6 Nc3 Rd2 e4 Rh8 Nd5 Rh1+ Rc1 Rxc1+ Kxc1 Rxa2 g3 fxe4 fxe4 Kg5 e5 Kf5 Ne3+ Kxe5 g4 Kd4 Nc4 Kc3 Kd1 Rg2 Ne5 Rg3 Ke2 Kd4 Kf2 Rxb3 Ng6 Ke4 g5 Rb2+ Kg3 Rb1 Nh4 Rg1+ Kf2 Rxg5 Ke2 Rf5 Ng2 Re5 Ne1 Rb5 Kd2 Rb2+ Kc3 Re2 Nc2 Re3+ Kc4 Re2 Nb4 Rd2 Kb3 Rd4 Na2 Rd3+ Kc2,-1,False
d4 d5 Bf4 e6 e3 Nf6 Nf3 Be7 Nbd2 O-O c3 c5 Bd3 Nc6 O-O Bd7 Ne5 Rc8 Qf3 Ne8 Qh3 f5 g4 g6 Kh1 Nf6 Rg1 Ne4 Rg2 Nxd2 gxf5 exf5 Nxg6 hxg6 Rxg6+ Kf7 Qh5 Bf6 Rg7+ Ke6,-1,False
Nh3 Nf6 g3 g6 Bg2 Bg7 O-O O-O f4 d6 Nf2 c5 d3 Nc6 e4 Nd7 Nd2 Rb8 Nf3 b5 h4 Bb7 h5 Nd4 Nxd4 Bxd4 Kh2 b4 Rb1 Nf6 h6 Bc8 Bh3 Bxh3 Nxh3 Qd7 f5 Kh8 Qf3 gxf5 exf5 Rg8 Bg5 Be5 b3 Qb7 Qe2 Nd5 Rbe1 f6 Bh4 Nc3 Qf2 Nxa2 Nf4 Nc3 Ne6 Rg4 Kh3 Rbg8 Re3 Nd5 Re4 Rxe4 dxe4 Nc3 Qf3 Qxe4 Qh5 Qxc2 Qf7 Qe2 Rg1 Qg4+ Kg2 Ne4 Nf8 Qe2+ Kh3 Nf2+ Kg2 Ng4+ Kh1 Qh2#,1,False
e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Bd3 Be7 Qe2 O-O Bg5 h6 Bxf6 Nxf6 Nxf6+ Bxf6 Qe4 g6 h4 h5 g4 hxg4 Qxg4 Bg7 h5 e5 Qg5 Qxg5 Nxg5 exd4 hxg6 fxg6 Bc4+ Rf7 Nxf7 Kf8 O-O-O Bg4 Rde1 b5 Bd5 c6 Bxc6 Rc8 Bd5 Bf5 Nd6 Rxc2+ Kb1 Rc5+ Nxf5 gxf5 Bb3 d3 Rd1 a5 Rxd3 a4 Bc2 a3 bxa3 b4 Rhd1 bxa3 Rb3 Bf6 Bd3 f4 Rc1 Re5 Rc2 Rd5 Rc1 Rd4 Rc2 Rd6 Re2 Rd5 Re4 Kf7 Kc2 Rc5+ Kd2 Rh5 Ke2 Rh2 Kf3 Kg7 Rxf4 Rh4 Rg4+ Rxg4 Kxg4 Bb2 Kf3 Bd4 Ke4 Bb6 f3 Bc5 Bc4,1,True
d4 d5 c4 e6 Nf3 Be7 g3 Nf6 Bg2 O-O O-O dxc4 Nc3 a6 Ne5 Nd5 Nxc4 b5 Ne5 Bb7 e4 Nxc3 bxc3 Nd7 Nd3 c5 d5 exd5 exd5 Bf6 Be3 c4 Nc5 Nxc5 Bxc5 Re8 d6 Bxg2 Kxg2 Bxc3 Rc1 Bf6 Qd5 Qd7 Rce1 h6 a4 Rec8 axb5 axb5 Bd4 Qc6 Qxc6 Rxc6 Bxf6 Rxd6 Be5 Rc6 Bc3 Ra4 Rb1 Ra3 Rfc1 Rb3 Rxb3 cxb3 Bb2 Rd6 Rc3 Rd5 Rxb3 f6 Rc3 h5 Ba3 Kh7 Rc5 Rd3 Bb4 Rb3 Rxb5 g5 Rb6 Kg6 Bc5 Rd3 Be3 Rd7 h4 gxh4 gxh4 Kf5 Kf3 Rg7 Rb5+ Ke6 Rb4 Rg1 Rf4 Rh1 Bd4 Rh3+ Kg2 Rd3 Rxf6+ Kd5 Rf4 Ke6 Be3 Rd5 Rf3 Rb5 Rg3 Ke7 Rg5 Rb8 Rxh5 Rg8+ Rg5 Re8 Rg3 Kf7 Rh3 Rd8 h5 Rc8 Rg3 Kf8 h6 Rc7 Rh3 Rh7 Rg3 Rf7 Rh3 Rh7 Rg3 Rf7 Rf3 Kg8 Rxf7 Kxf7 Kg3 Kg6 Kg4 Kh7 Bg5 Kg8 f4 Kh7 f5 Kg8 f6 Kh7 Kf5 Kg8 Kg6 Kh8 Bf4,1,True
Nh3 b6 g3 Bb7 f3 Nf6 Bg2 e5 O-O Bc5+ Nf2 O-O c3 d5 d4 exd4 cxd4 Be7 Nc3 c5 e3 cxd4 exd4 Nc6 Re1 Rc8 Be3 Re8 Qd2 Na5 b3 Bb4 Rac1 Qc7 Nfd1 h6 Qf2 Qd7 Bd2 Rxe1+ Qxe1 Re8 Qf2 Ba6 Ne3 Nc6 Nc2 Bf8 h4 Nb4 Nxb4 Bxb4 Nb1 Re2 Bxb4 Rxf2 Kxf2 Qf5 Nd2 Ng4+ Kg1 Ne3 Re1 Nxg2 Kxg2 Qc2 a4 Bd3 a5 bxa5 Bxa5 Qa2 Bc3 a5 Re3 Bb5 Kf2 a4 bxa4 Bxa4 g4 Bb5 h5 Qc2 Kg2 Kh7 Kf2 f5 gxf5 Bd3 Re5 Bxf5 Re3 Bd7 Bb4 Bb5 Kg3 Qc1 Ne4 Qg1+ Kf4 dxe4 Kxe4 Qg5 f4 Qg2+ Ke5 Qc2 d5 Qc7+ Kd4 Qc8 Bc5 Qd7 Re6 Qc8,1,False
Nh3 e5 g3 Nc6 c4 Nf6 Bg2 d5 cxd5 Bxh3 Bxh3 Qxd5 O-O e4 Nc3 Qh5 Bg2 O-O-O Nxe4 Ng4 h3 Nf6 Nxf6 gxf6 Qb3 Bc5 e3 Rhg8 d4 Bd6 g4 Rxg4 hxg4 Qh2#,1,False
e4 c5 Nc3 e6 Nge2 g6 g3 Bg7 Bg2 Nc6 O-O Nge7 d4 O-O d5 exd5 exd5 Nd4 d6 Nef5 Nxd4 cxd4 Ne4 Re8 Bf4 Qb6 Qd2 Qxb2 Rae1 Re6 Nc5 b6 Nxe6 fxe6 Bxa8 Ba6 Be4 Bc4 Bxf5 gxf5 Be5 Bxe5 Rxe5 Bxf1 Kxf1 d3 Re1 dxc2 Rc1 Qxa2 Rxc2 Qa6+ Kg1 Qb7 Rc7 Qe4 Rxd7 Qb1+ Kg2 Qe4+ f3 Qc6 Qg5+ Kf8 Qe7+,1,True
Nh3 d5 g3 Bxh3 Bxh3 e6 O-O h5 Bg2 h4 d3 hxg3 hxg3 Nf6 Nd2 Bc5 e4 Qd6 Qf3 Nc6 c3 Ne5 Qe2 d4 cxd4 Bxd4 Nb3 Nxd3 Nxd4 Qxd4 Be3 Qc4 b3 Qb5 Rfd1 O-O-O a4 Qh5 Qxh5 Rxh5 Bf1 Ne5 Be2 Rhh8 Rxd8+ Rxd8 Rc1 b6 Bf4 Nfd7 Ba6+ Kb8 Bb5 f6 b4 g5 Be3 Nf3+ Kg2 Nde5 a5 Rh8 axb6 Rh2+ Kf1 Rh1+ Ke2 Rxc1 Bxc1 axb6 Be3 g4 Ba4 Nf7 Bb3 N7g5 Kd3 e5 Be6 Nd4 Bxg4 Nc6 b5 Nb4+ Kc4 Nxe4 Bg5 Nd6+ Kxb4 f5 Bf3 e4 Be3 f4 Be2 f3 Kc3 fxe2 Kd2 e1=Q+ Kxe1 Nc4 g4 Ne5 g5 Nf3+ Ke2 Nxg5 Bxg5 c6 Bf4+ Kb7 Be3 cxb5 Bd4,-1,False
d4 d6 c4 Nf6 Nc3 g6 e4 Bg7 Nge2 O-O f3 c5 d5 e6 Ng3 exd5 cxd5 Nbd7 Be2 h5 Bg5 h4 Bxh4 a6 a4 Re8 Qd2 Qa5 O-O Nh7 Kh1 Qb4 a5 b5 axb6 Nxb6 f4 Nc4 Bxc4 Qxc4 Qc2 Rb8 Ra4 Qb3 Qxb3 Rxb3 e5 dxe5 fxe5 Bxe5 Nge4 Rxb2 Rc4 Bf5 Nxc5 Rc2 N5a4 Bd7 Nb6 Bf5 Nca4 Rxc4 Nxc4 Bd3 Rc1 Bf4 Rc3 Be4 Nab6 g5 Bg3 Nf6 Bxf4 gxf4 d6 Bc6 Kg1 Re2 g3 f3 Ne3 Ne4 Rxc6 Rxe3 Rc1 Nxd6 Nd5 Rd3 Nf6+ Kg7 Ng4 Rd2 Ne5 f2+ Kg2 Ne4 Rf1 Re2 Nf3 Re1 Nxe1 fxe1=Q Rxe1 Nc5 Ra1 Nb3 Rxa6 Nd4 Ra4 Ne6 Rg4+ Kf6 Re4 Kf5 Rxe6 Kxe6 Kf3 Kf6 g4 Kg6 Kf4 f6 h4 Kf7 Kf5 Kg7 h5 Kf7 h6 Kg8 Kxf6 Kh7 g5 Kg8 Kg6,-1,False
d4 c6 Bd2 d6 Ba5 Qxa5+ c3 Qd8 Nd2 Nf6 Ngf3 g6 g4 Bg7 g5 Ne4 e3 Nxd2 Qxd2 O-O Be2 h6 h3 hxg5 h4 g4 Ng5 f6 Ne4 d5 Ng3 f5 h5 g5 h6 Bf6 O-O-O Kh8 Bd3 e6 Bc2 Nd7 Kb1 Nb6 f3 Nc4 Qe2 Qb6 Bb3 Qb5 Qf2 gxf3 Qxf3 g4 Qf2 e5 Ka1 f4 exf4 exd4 cxd4 Qb4 Rd3 Na5 a3 Nxb3+ Ka2 Nc1+ Rxc1 Qb6 Qc2 Qc7 Rb3 Qh7 Nf5 Qxf5 Qc3 Qb1+ Rxb1 Bf5 Qc2 Bxc2 Rc1 Bxb3+ Kxb3 c5 Rxc5 b6 Rxd5 a5 Rd7 a4+ Ka2 Bxd4 Rh7+ Kxh7 f5 Rf7 f6 Rxf6 b3 Rf5 bxa4 Rf6 Kb1 g3 Kc2 g2 a5 g1=Q Kb3 Qe3+ Ka4 Qd3 Kb4 Qc4+,1,False
d4 Nf6 g4 Nxg4 e4 d5 Be2 Nh6 e5 Nf5 Nf3 e6 Nbd2 c5 c3 Nc6 Nf1 cxd4 cxd4 Qb6 Be3 Bb4+ N1d2 Bd7 O-O Be7 Rc1 a5 Nb3 a4 Nc5 Bxc5 Rxc5 Qxb2 Rc2 Qb4 Rd2 Qa3 Bd3 Nxe3 fxe3 h6 Qe2 Qe7 Kh1 Rf8 Rg1 f5 Qg2 g5 Rb2 Nd8 h4 g4 Nh2 Qxh4 Rc1 Rc8 Rxc8 Bxc8 Bb5+ Kf7 Kg1 Kg7 Nf1 Nf7 Bxa4 Ng5 Bd1 Rf7 Rc2 Bd7 Rf2 Bb5 Ng3 Nh3+,1,False
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nge2 O-O f3 c6 Be3 Nbd7 Qd2 a6 h4 b5 Ng3 b4 Bh6 e5 Nd1 Bxh6 Qxh6 exd4 h5 Qa5 Nf2 b3+ Kd1 Nc5 Ng4 Bxg4 fxg4 Qxa2 Rc1 Qxb2 Be2 Qa3 g5 b2 Rb1 Qb3+ Kd2 Ncxe4+ Nxe4 Nxe4+ Ke1 Qg3+ Kd1 Qb3+ Ke1 Qc3+ Kf1 d3 Bf3 Nd2+ Kg1 Nxb1 hxg6 fxg6 Qxh7#,-1,False
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nge2 O-O f3 c6 Be3 Nbd7 Qd2 a6 c5 dxc5 dxc5 Qa5 a3 Rd8 b4 Qc7 Rd1 Ne8 Nd4 Ne5 Be2 Be6 Nxe6 fxe6 Qa2 Rxd1+ Nxd1 Qd7 Nf2 Nf7 O-O Nc7 Rd1 Qe8 Bc4 Rd8 Bxe6 Nxe6 Qxe6 Rxd1+ Nxd1 Qd8 Qb3 Bd4 Qc2 e5 Kf1 Kg7 Ke2 Ng5 Qd2 Ne6 g3 Qf6 Nf2 g5 Ng4 Qe7 Qd3 h5 Nf2 Qf6 Bd2 g4 Nd1 Bg1 Bc3 Bd4 fxg4 hxg4 Ne3 Qf3+ Kd2 Qf2+ Qe2 Bxe3+ Kd3 Qxe2+ Kxe2 Bd4 Bd2 Bb2 a4 Bd4 Kd3 Kg6 b5 Bg1 Kc4 Bxh2 bxc6 bxc6 Bc3 Bxg3 Bd2 Bf4 Be1 g3 Kd3 Kg5 Bf2 Kg4 Bg1 Kf3 Bd4 exd4 Kc4 g2 Kb4 g1=Q Ka5 Qb1 Kxa6 Bc7 a5 Qb5+ Ka7 Qxa5+ Kb7 Qb5+ Kc8 Nxc5 Kxc7 Qb8+ Kxb8 Nxe4 Kc7 d3 Kb6 d2 Kxc6 d1=Q Kc7 Qd5 Kc8 Qd6 Kb7 Nc5+ Ka7 Qd7+ Kb8 Qb7#,1,False
d4 Nf6 c4 c5 d5 b5 cxb5 a6 e3 e6 Nc3 exd5 Nxd5 Nxd5 Qxd5 Ra7 Bd2 Be7 Bc3 O-O Nf3 Bf6 Bd3 Bxc3+ bxc3 Bb7 Qh5 g6 Qh6 Qf6 Ng5 Qxc3+ Ke2 Qb2+ Kd1 Qxa1+ Kd2 Qxa2+ Bc2 Qd5+ Kc1 Qxg5 Qxg5 axb5 h4 Nc6 h5 Ra1+ Bb1 Rxb1+ Kxb1 f6 hxg6 fxg5 Rxh7 Rxf2 Rxd7 Rf1+ Kb2 Rf2+ Kc3 Nd4 Kd3 b4 Rd8+ Kg7 Kc4 Kxg6 Kxc5 Kh5 Rd7 Kg4 Kb6 Kg3 Re7 Kxg2 Re6 Kf1 Rg6 Ke2 Rxg5 Kd3 Rf5 Kc4 Rxf2,-1,False
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 d6 c3 g6 Nbd2 Bg7 Nf1 b5 Bc2 O-O Ng3 d5 O-O h6 Qe2 Re8 h3 d4 Bd2 Bb7 Rac1 Nd7 cxd4 Nxd4 Nxd4 exd4 f4 c5 Bb3 c4 dxc4 Nc5 cxb5 d3 Qg4 Nxb3 axb3 Bxb2 f5 Bxc1 Bxc1 d2 fxg6 Qb6+ Kh2 Qxg6 Qxg6+ fxg6 Bxd2 axb5 Bxh6 Bxe4 Rf4 Bd5 Rf6 Ra2 Rxg6+ Kh7 Rg7+ Kh8 Nh5 Rg8 Rxg8+ Bxg8 b4 Bd5 Nf4 Be4 Bg5 Kg7 Be7 Kf7 Bc5 Kf6 Kg3 Kf5 h4 Ra3+,-1,True
d4 d5 Nf3 e6 e3 Nf6 Bd3 Bd6 Nbd2 O-O b3 b6 Bb2 Bb7 Qe2 Nbd7 e4 dxe4 Nxe4 Bb4+ c3 Be7 Ned2 c5 c4 cxd4 Nxd4 Nc5 Bc2 Re8 O-O-O e5 Nf5 Bf8 Nf3 Nfd7 Nxe5 Qg5+ Kb1 Nxe5 Bxe5 g6 f4 Qxg2 Qxg2 Bxg2 Rhg1 Bf3 Rde1 h5 Nh4 Bg4 h3 Be7 Nxg6 fxg6 hxg4 h4 Bxg6 Red8 g5 Nd3 Bxd3 Rxd3 Kc2 Rad8 Re2 h3 Rh1 Kf7 Reh2 Ke6 Rxh3 Rd2+ Kb1 Bxg5 Bc3 Bxf4 Bxd2 Rxd2 Rh6+ Bxh6 Rxh6+ Kd7 Rh5 a5 Rd5+ Rxd5 cxd5 Kd6 Kc2 Kxd5 Kd3 Kc5 a3 Kd5 Kc3 b5 Kd3 Kc5 Ke4 a4 bxa4 bxa4 Kd3 Kd5 Kc3 Kc6 Kd3 Kb7 Kd4 Ka8 Kc4 Kb8 Kc5 Ka8 Kd6 Kb8 Kd7 Ka8 Kc6 Kb8 Kb6 Ka8 Kc7,1,True
d4 e5 dxe5 Nc6 Nf3 d5 exd6 Bxd6 Nbd2 Nf6 e3 Qe7 Bd3 Bg4 h3 Bh5 c3 O-O-O Qc2 Kb8 Be2 Bg6 Qb3 Bc5 Nc4 a6 a4 Ne4 a5 Rhe8 O-O h5 Ra4 Bf5 Ncd2 Nd6 Bxa6 Be6 Bc4 Nxc4 Nxc4 g5 a6 b6 a7+ Ka8 Qb5 Bd5 e4 Qxe4 Nxb6+ Bxb6 Rxe4 Bxe4 Nxg5 Rd5 Qxc6+ Kxa7 Qxe8 Bg6 Bf4,1,True
Nh3 h5 g3 h4 Bg2 d5 d4 Nf6 c4 dxc4 Nc3 Nc6 d5 Ne5 Bf4 Nxd5 Qxd5 Ng6 Qxc4 hxg3 hxg3 c6 Ng5 Rxh1+ Bxh1 e5 Qxf7#,-1,False
e3 d5 Nf3 Nf6 c4 e6 Nc3 Be7 b3 O-O Bb2 b6 cxd5 Nxd5 h4 Bb7 Qb1 Nf6 Ng5 Nbd7 Bb5 c6 Bd3 h6 Rh3 Ne5 Be2 c5 Qc2 Qd7 f4 Ng6 Rg3 Nxh4 O-O-O Nf5 Rh3 Rfd8 g4 Nd6 Nf3 Nde4 g5 Nxc3 Qxc3 Be4 Ne5 Qd5 gxf6 Bxf6 Rg1 Kf8 Bc4 Qd6 d3 Bf5 e4 Bh7 f5 exf5 Nxf7 Bxc3 Bxc3 Qf4+ Kb2 fxe4 Bxg7+ Ke7 Be5 Qf2+ Ka3 Qxg1 Rxh6 Qc1+ Bb2 Qxh6 Nxh6 exd3 Ng8+ Bxg8 Bc3 Bxc4 Bd2 Ke6 Bg5 Rd7 Bf4 b5 Bd2 b4+,-1,True
d4 e6 c4 c5 Nc3 cxd4 Qxd4 Nc6 Qd1 d5 Nf3 d4 Ne4 f5 Ng3 e5 e4 Nf6 Bd3 fxe4 Nxe4 Bf5 Nfg5 Nb4 O-O Nxd3 Qxd3 Qd7 Re1 h6 Nxf6+ gxf6 Ne4 Be7 Bd2 O-O-O Qf3 Kb8 a3 Be6 Bb4 f5 Bxe7 fxe4 Qf6 Rde8 Qxe5+ Ka8 Bh4 Bxc4 Qc5 Bb5 Bg3 d3 a4 Bc6 a5 Rc8 Qe3 Rhd8 a6 b6 h4 Bd5 Red1 Qb5 Rd2 Bc6 Re1 Qxa6 f3 Qb7 fxe4 Re8 e5 Bb5 e6 Bc6 e7 b5 Rxd3 Qb6 Rd4 Rxe7 Bf2 Rxe3 Bxe3 Qb7 Rd3 Bxg2 Rd2 Bh3 Rf2 Rg8+ Kh2 Re8 Kxh3 Rc8 Rf3 Qd7+ Kh2 Qc7+ Rg3 Qb7 Re2 Rd8 Reg2 Rc8 Bf4 Qd7 Bg5 Qh3+ Kxh3 Rc3 Kh2 Rxg3 Rxg3 b4,1,False
d4 d5 c4 e6 Nc3 Be7 g3 Nf6 Bg2 O-O Nf3 dxc4 Ne5 Qd6 O-O Qa6 a4 c6 e3 Nbd7 f4 Rd8 Qe2 Nxe5 fxe5 Nd5 Ne4 b5 Bd2 b4 Qh5 g6 Qh6 c3 Rxf7 Kxf7 Qxh7+ Ke8 Nc5 Bxc5 dxc5 cxd2 Be4 Ne7 Bxg6+ Kd7 Bd3 Qa5 Rd1 Qxc5,-1,True
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Nf3 c5 dxc5 Na6 g3 Nxc5 Bg2 d5 O-O Bxc3 Qxc3 Nce4 Qc2 Bd7 b3 Rc8 Ba3 Re8 Rac1 b5 Ne5 bxc4 bxc4 Qa5 Qd3 Nd2 Rfd1 Nxc4 Nxc4 dxc4 Qc3 Qxc3 Rxc3 Bb5 Rb1 a6 e4 Red8 Bb4 Rd3 Rbc1 Rxc3 Bxc3 Nd7 Bd4 Nc5 f3 Nd3 Rc3 e5 Be3 f6 Bf1 Rd8 a4 Bxa4 Rxc4 Bb5 Rc3 h6 Bb6 Rd6 Be3 Ne1 Bxb5 axb5 Kf2 Nd3+ Ke2 Nb2 Rb3 Na4 Bd2 Rb6 Be3 Rb7 f4 b4 Bd2 Nc5 Rxb4 Rxb4 Bxb4 Nxe4 fxe5 fxe5 Ke3 Nf6 Bc3 Nd5+ Kd3 Nxc3 Kxc3 Kf7 Kd3 Ke6 Ke4 Kd6 Ke3 Kd5 Kf3 e4+ Ke3 Ke5 h3 g5 h4 Kf5 h5 Ke5 g4 Kd5 Ke2 Kd4 Kd2 e3+ Ke2 Ke4 Ke1 Kf3 Kf1 Kxg4 Ke2 Kf4 Ke1 g4 Kf1 Kf3 Kg1 g3 Kh1 e2 Kg1 e1=Q#,1,False
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nge2 O-O f3 c6 Be3 e5 d5 cxd5 cxd5 a6 g4 h5 h3 b5 Qd2 Nh7 gxh5 Qh4+ Bf2 Qxh5 Ng3 Qxf3 Be2 Qf4 Qd3 Nd7 Rg1 Nc5 Qc2 b4 Nd1 Bxh3 Be3 Qh4 Nf2 Rac8 Qd2 Bd7 Bf3 Bb5 Ne2 Nd3+ Kf1 Nxf2 Bxf2 Qe7 Kg2 Ng5 Ng3 Nxf3 Kxf3 Qf6+ Kg2 Qf4 Be3 Qg4 Kh2 f5 exf5 Kf7 fxg6+ Ke8 Rac1 Kd7 Rxc8 Rxc8 Qd1 Rh8+ Kg2 Qh3+ Kf2 Rf8+ Ke1 Qh2 Qg4+ Kc7 Qe6 Rf3 Qe7+ Bd7 Nf1 Qh4+ Ke2 Qxe7 Kxf3 e4+ Ke2 Qe5 Nd2 Bb5+ Kf2 Qf5+ Kg2 Be5 Rc1+ Kd7 Rg1 Qg4+ Kf2 Qe2#,1,False
d4 Nf6 c4 g6 Nc3 d5 e4 dxe4 Nge2 Bf5 Ng3 Bg7 Be2 Nc6 d5 Ne5 O-O Qd6 Be3 h5 c5 Qd7 h3 Bxh3 gxh3 Qxh3 Ncxe4 Neg4 Bxg4 hxg4 Nxf6+ Bxf6 Re1 Be5 Bf4 Bxf4 Qa4+ Kf8 Qxf4 f5 d6 cxd6 cxd6 exd6 Qxd6+ Kg7 Re7+ Kh6 Qf4+ g5 Qd6#,-1,False
d4 d5 c4 e6 Nf3 Nf6 g3 dxc4 Bg2 Nc6 Qa4 Bd7 Qxc4 Na5 Qc3 Nd5 Qc2 Rc8 O-O c5 dxc5 Bxc5 Qd1 O-O Nbd2 Qe7 Ne4 Bb6 Bg5 f6 Bd2 Rfd8 b3 Bb5 Qe1 Nc6 Rc1 h6 a4 Ba6 a5 Bc7 Nc5 Bb5 Nxb7 Re8 Nc5 Bd6 b4 a6 Bh3 f5 e4 Ndxb4 Bxb4 Nxb4 Qxb4 Bxc5 Qb3 Bxf1 Rxf1 fxe4 Nh4 Qf6 Ng2 Rc6 Nf4 Kh7 Qa4 Rec8 Qxe4+ Kh8 Bxe6 Rxe6 Qxe6 Qxe6 Nxe6 Bb4 Rb1 Bxa5 Ra1 Bb6 Rxa6 Rc6 Ra8+ Kh7 Nf8+ Kg8 Nd7+ Kh7 Kg2 Bc7 Nf8+ Kg8 Nd7+ Kh7 Rc8 Rc3 Nf8+ Kg8 Ne6+ Kh7 Rxc7 Rd3 Rxg7+ Kh8 Ra7 Rd6 Nf4 Kg8 h4 Rb6 Rd7 Kf8 Rd5 Kg8 Rh5 Ra6 Re5 Kg7 Re6 Ra8 Rg6+ Kh7 h5 Ra7 Nd5 Rg7 Nf6+ Kh8 Rxh6+ Rh7 Rxh7#,1,True
e4 c5 Nc3 e6 Nf3 Nf6 e5 Nd5 Nxd5 exd5 d4 d6 exd6 Bxd6 dxc5 Bxc5 Bb5+ Nc6 O-O O-O c3 Bg4 Be2 Re8 h3 Bh5 Bf4 Qf6 Bg3 Rad8 Re1 h6 Qa4 a6 Rad1 Re6 Qh4 Qg6 Kf1 Rde8 Bd3 Rxe1+ Nxe1 Qg5 Qxg5 hxg5 Nf3 f6 Re1 Bf7 Rxe8+ Bxe8 Nd2 Bf7 Nb3 Be7 Nd4 Kf8 Nxc6 bxc6 Bxa6 Ke8 a4 Kd7 a5 Bd8 Be2 Bxa5 Bd3 Bd8 Bf5+ Be6 Bd3 Be7 b4 f5 b5 f4 bxc6+ Kxc6 Bxf4 gxf4 Be2 Bf6 Bf3 Kd6 c4 Be5 cxd5 Bxd5 Bxd5 Kxd5 Ke2 Ke4 f3+ Kf5 Kf2 g5 Ke2 Bf6 Kf1 g4 Ke2 gxh3 gxh3 Kg5 Kf2 Kh4 Kg2 Bg5 Kh2 Bf6 Kg2 Bd4 Kf1 Bf2 Kxf2 Kxh3 Ke2 Kg2 Ke1 Kxf3 Kf1 Ke3 Ke1 f3 Kf1 f2 Kg2 Ke2 Kg3 f1=Q Kg4 Qf3+ Kg5 Ke3 Kg6 Qf4 Kg7 Ke4 Kg6 Qf5+ Kh6 Ke5 Kg7 Qe6 Kh8 Kf6,-1,True
Nh3 e5 g3 d5 Bg2 Nc6 O-O Nf6 f4 Bc5+ e3 e4 c3 Bb6 Nf2 O-O a4 a5 b3 Re8 Na3 Ne7 Nc2 c6 h3 h5 Kh2 Ng6 Rg1 Bc7 Bb2 Qd6 c4 h4 Nh1 hxg3+ Nxg3 Nxf4 exf4 Qxf4 Bh1 Qf2+ Bg2 Qxg3+ Kh1 Qh2#,1,False
e4 d6 d4 Nf6 Nc3 e5 Nf3 Nbd7 g4 Nxg4 Bc4 exd4 Nxd4 Nde5 Bb3 c5 Nf5 Bxf5 exf5 c4 Ba4+ Nc6 Qxg4 Qa5 Bd2 O-O-O O-O-O d5 Bxc6 bxc6 Kb1 Qa6 Ne2 Be7 f6+ Kc7 fxe7 Rde8 Qf4+ Kb7 Bb4 Qb6 Bd6 f6 Nd4 c5 Ne6 d4 Nxc5+ Kc6 Qxd4 Qb5 Qd5+ Kb6 Rd4 Rc8 Rxc4 Rc6 Rb4 Qxb4 Nd7+ Kb7 Bxb4 Kc7 Nc5 Rxc5 Bxc5 Rd8 exd8=Q#,1,True
e4 c5 Nc3 e6 Nf3 Nc6 d4 cxd4 Nxd4 Bc5 Nb3 Bb6 Bd3 Nge7 O-O O-O Kh1 f5 f4 fxe4 Nxe4 d5 Ng5 Nf5 Qh5 h6 Nf3 Qf6 Bd2 Ne3 Bxe3 Bxe3 Rae1 Bxf4 g3 Bd6 Nh4 Qd8 Qg6 Rf6 Qh7+ Kf7 Rxf6+ Qxf6 Rf1 Be5 Rxf6+ Bxf6 Qh8 Bxb2 Ng6 Ba3 Nd2 b6 Nf3 Bb7 Nfe5+ Nxe5 Nxe5+ Kf6 Ng4+ Kf7 Qh7 Bc5 Qg6+ Kf8 Ne5 Ke7 Qxg7+ Kd6 Qxb7 Rf8 Nf7+ Rxf7 Qxf7 b5 Qf3 b4 Bc4 Kc6 Bb3 a5 Qe2 Kd6 Qa6+ Ke5 Qxa5 Kd4 Qb5 e5 Qd3#,1,True
e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Nf3 Nc6 d4 Bb4 Bd2 Bg4 Bd3 Nxd4 Nxe4 dxe4 Bxe4 Bxf3 gxf3 Qh4+ Kf1 Bc5 Be3 O-O-O Qe1 Qh3+ Kf2 Ne6 Qc3 Qh4+ Ke2 Nf4+ Bxf4 Qf2#,1,False
